id, pred_mos, trans, wer, pred_phone, ppm
p326_011_000.txt,3.894524931907654,WHEN A MAN LOOKS FOR SOMETHING BEYOND HIS REACH,0.1111111111111111,['w ɛ n ɐ m æ n l ʊ k s ə s m ð ɪ ŋ b iː j ɔ n d h ɪ z ɹ eɪ t'],1091.3509911275464
p326_011_001.txt,3.8110251426696777,HIS FRIENDS SAY HE IS LOOKING FOR THE POT OF GOLD AT THE END OF THE RAINBOW,0.058823529411764705,['h ɪ z f ɹ ɛ n d z s æ h h iː ɪ z l ʊ k ɪ ŋ f ɚ ð ə p ɾ ʌ v ɡ oː d ə ð ɪ ɛ n d ʌ v ð ə ɹ aɪ m b ɚ'],950.6886452546338
p326_012.txt,3.8410024642944336,THROUGHOUT THE CENTURIES PEOPLE HAVE EXPLAINED THE RAINBOW IN VARIOUS WAYS,0.09090909090909091,['θ ɹ uː aʊ ð ə s ɛ n tʃ ɚ ɹ i s p iː p ə l æ v ɪ k s p l eɪ n d ð ə ɹ aɪ m b ɔ ɪ n v ɛ ɹ i ɪ s w eɪ z'],694.6276178111224
p326_013.txt,3.982741415500641,SOME HAVE ACCEPTED IT AS AMIRACLE WITHOUT PHYSICAL EXPLANATION,0.3,['s a m h æ v ɛ k s ɛ p t ɪ d ɪ z ɐ m ɛ ɹ ɪ k ə w ɪ ð aʊ t f ɪ z ɪ k ɚ ɛ k s p l ə n eɪ ʃ ə n'],757.3809579466562
p326_014.txt,3.897910714149475,TO THE HEBREWS IT WAS A TOKEN THAT THERE WOULD BE NO MORE UNIVERSAL FLOODS,0.06666666666666667,['t ə ð ə h eɪ b ɚ ɹ z ɪ t w z ɐ t oʊ k ə n ð æ d ð ɛ w ʊ d b iː n n oʊ d m oː j uː n ɪ v ɚ s ɚ f l ʌ d z'],682.2895766149503
p326_015.txt,4.024084806442261,THE GREAKS USED TO IMAGINE THAT IT WAS A SON FROM THE GODS TO FORTEL WAR OR HEAVY REIGN,0.21052631578947367,['ð ə ɡ ɹ eɪ k s iː z t ə ɪ m æ dʒ ɪ n ð æ ɾ ɪ w ʌ z ə s n f ɹ ʌ m ð ə ɡ ɑː d z t ə f ɚ t ɛ l w oː oʊ h ɛ v iː ɹ aɪ n'],624.4980564746699
p326_016.txt,3.8947084546089172,THE NORSEMAN CONSIDERED THE RAINBOW AS A BRIDGE OVER WHICH THE GODS PASS FROM THE EARTH TO THE HOME IN THE SKY,0.18181818181818182,['ð ə n oː s m ə n k ə n s ɪ d ə d ð ə ɹ aɪ m b ɪ z ə b ɹ ɪ dʒ ɑː v w ɪ dʒ ð ə ɡ ɑː d p ɑː s t f ɹ ʌ m ð ɪ ɚ θ t ə ð ə h aɪ m ɪ n ð ə s k aɪ'],691.4178498086782
p326_017.txt,4.001785755157471,OTHERS HAVE TRIED TO EXPLAIN THE PHENOMENON PHYSICALLY,0.125,['ʌ ð ɚ z h æ v t ɹ aɪ d t ə ɪ k s p l eɪ n ð ə f ə n ɔ m ə n ə n f ɪ z ɪ k l ɪ'],763.2171723863787
p326_018.txt,3.877915620803833,ARISTOTLE THOUGHT THAT THE RAINBOW WAS CAUSED BY A REFLECTION OF THE SUN'S RAYS BY THE RAIN,0.125,['aʊ ɹ s ʌ t θ oː t ð ə ð ə ɹ aɪ m b oʊ w ʌ z k oː z p aɪ ɹ ɪ f l ɛ k ʃ ə n ʌ v ð ə s ʌ n z ɹ aɪ z b aɪ ð ə ɹ aɪ n'],554.9235757295044
p326_019_000.txt,3.8919788002967834,SINCE THEN PHYSICISTS HAVE FOUND IT IS NOT REFLECTION,0.1111111111111111,['s ɪ n s ð ɛ n f ɪ z ɪ s ɪ s s h æ v f aɪ n d d ɪ t ɪ z n ɑː t ɹ ɪ f l ɛ k ʃ ə n'],766.0096842392417
p326_019_001.txt,3.6602577567100525,BUT REFRACTION BY THE RAINDROPS WHICH CAUSES THE RAINBOWS,0.1111111111111111,['ʌ t ɹ ɪ f ɹ æ k ʃ ə n b aɪ ð ə ɹ aɪ n d ɹ ʌ p s w ɪ tʃ k oː z ɪ z ð ə ɹ aɪ m oʊ s t'],824.6635487257802
p326_020.txt,3.808739483356476,MANY COMPLICATED IDEAS ABOUT THE RAINBOW HAVE BEEN FORMED,0.1111111111111111,['m ɛ n iː k ɔ m p l ɪ k aɪ t ɪ d aɪ d iː z ɐ b ɑː ð ə ɹ aɪ m b ɚ h æ v b ɪ n f oː m d'],628.5922153510368
p326_021_000.txt,3.9725033044815063,THE DIFFERENCE IN THE RAINBOW DEPENDS CONSIDERABLY UPON THE SAWZS OF THE DROPS,0.15384615384615385,['ð ə d ɪ f ɹ ə n t s ɪ n ð ə ɹ aɪ m b d ɪ p ɛ n d z k ə s ɪ d ɚ b l aɪ p ɔ n ð ə s ɑː d z ʌ v ð ə d ɹ ʌ p'],892.513170767277
p326_021_001.txt,3.850282669067383,AND THE WIDTH OF THE  COLORED BAND INCRASES AS THE SIZE OF THE DROPS INCREASES,0.13333333333333333,['æ n ð ə w ɪ θ ə v ð ə k ʌ l ə d b æ n d ɪ ŋ ɡ ɹ s z ɪ z s ɑː s ð ə d ɹ ɑː p s ɪ ŋ k ɹ eɪ s ɪ z'],853.7402691137805
p326_022.txt,3.868734300136566,THE ACTUAL PRIMARY RAINBOW OBSERVED IS SAID TO BE THE EFFECT OF SUPREME POSITION OF A NUMBER OF BOWS,0.16666666666666666,['ð ɪ æ k ʃ w ʊ p ɹ aɪ m ɹ i ɹ aɪ m b oʊ b z ɚ v d ɪ s d t ɪ b ɪ ð ə ɪ f ɛ k t ɪ v s p ɹ ɪ p ə z ɪ ʃ ə n ʌ ɐ n ʌ m b ɚ ʌ v b æ z'],434.2591984590802
p326_023_000.txt,3.918444871902466,IF THE READ OF THE SECOND BOWLFALLS UPON THE GRAIN OF THE FIRST,0.35714285714285715,['ɪ f ð ə ɹ ɛ d ʌ v ð ə s ɛ k ə n d b æ f oː l z ɐ p ɔ n ð ə ɡ ɹ eɪ n ʌ v ð ə f ɚ s t'],808.5345311622683
p326_023_001.txt,3.8189017176628113,THE RESULT IS TO GIVE A BOW WITH AN ABNORMALLY WIDE YELLOW BAND,0.07692307692307693,['ð ə ɹ ɪ z ɔ l t ɪ z t ə ɡ ɪ v ɐ b æ w ɪ ð ə n æ b n oː m ə l i w aɪ d j ɛ l oʊ b æ n d'],782.4264534658076
p326_023_002.txt,4.066121697425842,SINCE RED AND GRAIN LIGHT WHEN MIXED FORMELLAW,0.3333333333333333,['s ɪ n s ɹ ɛ d ə n ɡ ɹ aɪ n l aɪ t w ɛ n m ɪ k s f oː m j ɛ l'],746.487433413178
p326_024_000.txt,3.829826831817627,THIS IS A VERY COMMON TOPE OF BEY,0.25,['ð ɪ s ɪ z ə v ɛ ɹ i k ɑː m ə n t aɪ b ɪ b aɪ'],774.2827514690633
p326_024_001.txt,4.082155704498291,ONE SHOWING MILY RED AND YELLOW,0.3333333333333333,['w ʌ n ʃ oʊ m m aɪ l i ɹ ɛ d ɪ n d j ɛ l oʊ'],867.9535283215045
p326_024_002.txt,3.748307526111603,WITH LITTLE ONIGRANABLY,0.7142857142857143,['w ɪ ð l ɪ s ɪ l ɔ n aɪ ɡ ɹ aɪ n oː b l aɪ'],819.4315493126479
